TStates,Addr,WStates,OpType,IStates
6,0x0038, ,RR,4
10,0x3F2A, ,RN,1
17,0x0039, ,RR,4
21,0x3F2B, ,RN,1
28,0x003A, ,RR,4
44,0x003D, ,RR,4
48,0x3F2D, ,RN,1
49,0x3F2D, ,RN,1
50,0x003E, ,RR,4
66,0x0041, ,RR,4
70,0x0042, ,RR,4
74,0x0043, ,RR,4
81,0x0044, ,RN,1
82,0x0044, ,RN,1
83,0x0044, ,RN,1
84,0x0044, ,RN,1
85,0x0044, ,RN,1
86,0x0048, ,RR,4
90,0x3F32, ,RN,1
97,0x0049, ,RR,4
101,0x3F33, ,RN,1
108,0x004A, ,RR,4
118,0x004C, ,RN,1
125,0x02BF, ,RR,4
135,0x02C1, ,RN,1
142,0x028E, ,RR,4
149,0x0290, ,RR,4
159,0x0293, ,RR,4
169,0x0296, ,RR,4
173,0x0297, ,RR,4
181,0x0298, ,RR,4
185,0x0299, ,RR,4
192,0x029B, ,RR,4
199,0x029C, ,RN,1
200,0x029C, ,RN,1
201,0x029C, ,RN,1
202,0x029C, ,RN,1
203,0x029C, ,RN,1
204,0x02AB, ,RR,4
208,0x02AC, ,RR,4
212,0x02AD, ,RR,4
216,0x02AE, ,RR,4
223,0x02AF, ,RN,1
224,0x02AF, ,RN,1
225,0x02AF, ,RN,1
226,0x02AF, ,RN,1
227,0x02AF, ,RN,1
228,0x0296, ,RR,4
232,0x0297, ,RR,4
240,0x0298, ,RR,4
244,0x0299, ,RR,4
251,0x029B, ,RR,4
258,0x029C, ,RN,1
259,0x029C, ,RN,1
260,0x029C, ,RN,1
261,0x029C, ,RN,1
262,0x029C, ,RN,1
263,0x02AB, ,RR,4
267,0x02AC, ,RR,4
271,0x02AD, ,RR,4
275,0x02AE, ,RR,4
282,0x02AF, ,RN,1
283,0x02AF, ,RN,1
284,0x02AF, ,RN,1
285,0x02AF, ,RN,1
286,0x02AF, ,RN,1
287,0x0296, ,RR,4
291,0x0297, ,RR,4
299,0x0298, ,RR,4
303,0x0299, ,RR,4
310,0x029B, ,RR,4
317,0x029C, ,RN,1
318,0x029C, ,RN,1
319,0x029C, ,RN,1
320,0x029C, ,RN,1
321,0x029C, ,RN,1
322,0x02AB, ,RR,4
326,0x02AC, ,RR,4
330,0x02AD, ,RR,4
334,0x02AE, ,RR,4
341,0x02AF, ,RN,1
342,0x02AF, ,RN,1
343,0x02AF, ,RN,1
344,0x02AF, ,RN,1
345,0x02AF, ,RN,1
346,0x0296, ,RR,4
350,0x0297, ,RR,4
358,0x0298, ,RR,4
362,0x0299, ,RR,4
369,0x029B, ,RR,4
376,0x029C, ,RN,1
377,0x029C, ,RN,1
378,0x029C, ,RN,1
379,0x029C, ,RN,1
380,0x029C, ,RN,1
381,0x02AB, ,RR,4
385,0x02AC, ,RR,4
389,0x02AD, ,RR,4
393,0x02AE, ,RR,4
400,0x02AF, ,RN,1
401,0x02AF, ,RN,1
402,0x02AF, ,RN,1
403,0x02AF, ,RN,1
404,0x02AF, ,RN,1
405,0x0296, ,RR,4
409,0x0297, ,RR,4
417,0x0298, ,RR,4
421,0x0299, ,RR,4
428,0x029B, ,RR,4
435,0x029C, ,RN,1
436,0x029C, ,RN,1
437,0x029C, ,RN,1
438,0x029C, ,RN,1
439,0x029C, ,RN,1
440,0x02AB, ,RR,4
444,0x02AC, ,RR,4
448,0x02AD, ,RR,4
452,0x02AE, ,RR,4
459,0x02AF, ,RN,1
460,0x02AF, ,RN,1
461,0x02AF, ,RN,1
462,0x02AF, ,RN,1
463,0x02AF, ,RN,1
464,0x0296, ,RR,4
468,0x0297, ,RR,4
476,0x0298, ,RR,4
480,0x0299, ,RR,4
487,0x029B, ,RR,4
494,0x029C, ,RN,1
495,0x029C, ,RN,1
496,0x029C, ,RN,1
497,0x029C, ,RN,1
498,0x029C, ,RN,1
499,0x02AB, ,RR,4
503,0x02AC, ,RR,4
507,0x02AD, ,RR,4
511,0x02AE, ,RR,4
518,0x02AF, ,RN,1
519,0x02AF, ,RN,1
520,0x02AF, ,RN,1
521,0x02AF, ,RN,1
522,0x02AF, ,RN,1
523,0x0296, ,RR,4
527,0x0297, ,RR,4
535,0x0298, ,RR,4
539,0x0299, ,RR,4
546,0x029B, ,RR,4
553,0x029C, ,RN,1
554,0x029C, ,RN,1
555,0x029C, ,RN,1
556,0x029C, ,RN,1
557,0x029C, ,RN,1
558,0x02AB, ,RR,4
562,0x02AC, ,RR,4
566,0x02AD, ,RR,4
570,0x02AE, ,RR,4
577,0x02AF, ,RN,1
578,0x02AF, ,RN,1
579,0x02AF, ,RN,1
580,0x02AF, ,RN,1
581,0x02AF, ,RN,1
582,0x0296, ,RR,4
586,0x0297, ,RR,4
594,0x0298, ,RR,4
598,0x0299, ,RR,4
605,0x029B, ,RR,4
612,0x029C, ,RN,1
613,0x029C, ,RN,1
614,0x029C, ,RN,1
615,0x029C, ,RN,1
616,0x029C, ,RN,1
617,0x02AB, ,RR,4
621,0x02AC, ,RR,4
625,0x02AD, ,RR,4
629,0x02AE, ,RR,4
633,0x02AF, ,RR,3
636,0x02B0, ,RR,4
640,0x02B1, ,RR,4
644,0x02B2, ,RR,4
648,0x3F03, ,RN,1
655,0x02C2, ,RR,4
659,0x3F04, ,RN,1
660,0x02C3, ,RR,4
670,0x02C6, ,RR,4
674,0x02C7, ,RR,4
681,0x5C00, ,RN,1
682,0x02C8, ,RR,4
689,0x02C9, ,RN,1
690,0x02C9, ,RN,1
691,0x02C9, ,RN,1
692,0x02C9, ,RN,1
693,0x02C9, ,RN,1
694,0x02D1, ,RR,4
698,0x02D2, ,RR,4
708,0x02D5, ,RR,4
712,0x02D6, ,RR,4
719,0x02D7, ,RN,1
720,0x02D7, ,RN,1
721,0x02D7, ,RN,1
722,0x02D7, ,RN,1
723,0x02D7, ,RN,1
724,0x02C6, ,RR,4
728,0x02C7, ,RR,4
735,0x5C04, ,RN,1
736,0x02C8, ,RR,4
743,0x02C9, ,RN,1
744,0x02C9, ,RN,1
745,0x02C9, ,RN,1
746,0x02C9, ,RN,1
747,0x02C9, ,RN,1
748,0x02D1, ,RR,4
752,0x02D2, ,RR,4
762,0x02D5, ,RR,4
766,0x02D6, ,RR,4
770,0x02D7, ,RR,3
773,0x02D8, ,RR,4
783,0x02DA, ,RN,1
790,0x031E, ,RR,4
794,0x031F, ,RR,4
801,0x0321, ,RR,4
805,0x0322, ,RR,4
812,0x0324, ,RR,4
816,0x3F19, ,RN,1
823,0x02DB, ,RR,4
827,0x3F1A, ,RN,1
834,0x004D, ,RR,4
844,0x004E, ,RR,4
854,0x004F, ,RR,4
864,0x0050, ,RR,4
874,0x0051, ,RR,4
878,0x0052, ,RR,4
888,0x8007, ,RR,4
895,0x8008, ,RR,4
899,0x8009, ,RR,4
903,0x3F23, ,RN,1
907,0x800A, ,RN,1
908,0x800A, ,RN,1
909,0x800A, ,RN,1
910,0x800A, ,RN,1
911,0x800A, ,RN,1
912,0x8007, ,RR,4
919,0x8008, ,RR,4
923,0x8009, ,RR,4
927,0x3F26, ,RN,1
931,0x800A, ,RN,1
932,0x800A, ,RN,1
933,0x800A, ,RN,1
934,0x800A, ,RN,1
935,0x800A, ,RN,1
936,0x8007, ,RR,4
943,0x8008, ,RR,4
947,0x8009, ,RR,4
951,0x3F29, ,RN,1
955,0x800A, ,RN,1
956,0x800A, ,RN,1
957,0x800A, ,RN,1
958,0x800A, ,RN,1
959,0x800A, ,RN,1
960,0x8007, ,RR,4
967,0x8008, ,RR,4
971,0x8009, ,RR,4
975,0x3F2C, ,RN,1
979,0x800A, ,RN,1
980,0x800A, ,RN,1
981,0x800A, ,RN,1
982,0x800A, ,RN,1
983,0x800A, ,RN,1
984,0x8007, ,RR,4
991,0x8008, ,RR,4
995,0x8009, ,RR,4
999,0x3F2F, ,RN,1
1003,0x800A, ,RN,1
1004,0x800A, ,RN,1
1005,0x800A, ,RN,1
1006,0x800A, ,RN,1
1007,0x800A, ,RN,1
1008,0x8007, ,RR,4
1015,0x8008, ,RR,4
1019,0x8009, ,RR,4
1023,0x3F32, ,RN,1
1027,0x800A, ,RN,1
1028,0x800A, ,RN,1
1029,0x800A, ,RN,1
1030,0x800A, ,RN,1
1031,0x800A, ,RN,1
1032,0x8007, ,RR,4
1039,0x8008, ,RR,4
1043,0x8009, ,RR,4
1047,0x3F35, ,RN,1
1051,0x800A, ,RN,1
1052,0x800A, ,RN,1
1053,0x800A, ,RN,1
1054,0x800A, ,RN,1
1055,0x800A, ,RN,1
1056,0x8007, ,RR,4
1063,0x8008, ,RR,4
1067,0x8009, ,RR,4
1071,0x3F38, ,RN,1
1075,0x800A, ,RN,1
1076,0x800A, ,RN,1
1077,0x800A, ,RN,1
1078,0x800A, ,RN,1
1079,0x800A, ,RN,1
1080,0x8007, ,RR,4
1087,0x8008, ,RR,4
1091,0x8009, ,RR,4
1095,0x3F3B, ,RN,1
1099,0x800A, ,RN,1
1100,0x800A, ,RN,1
1101,0x800A, ,RN,1
1102,0x800A, ,RN,1
1103,0x800A, ,RN,1
1104,0x8007, ,RR,4
1111,0x8008, ,RR,4
1115,0x8009, ,RR,4
1119,0x3F3E, ,RN,1
1123,0x800A, ,RN,1
1124,0x800A, ,RN,1
1125,0x800A, ,RN,1
1126,0x800A, ,RN,1
1127,0x800A, ,RN,1
1128,0x8007, ,RR,4
1135,0x8008, ,RR,4
1139,0x8009, ,RR,4
1143,0x3F41, ,RN,1
1147,0x800A, ,RN,1
1148,0x800A, ,RN,1
1149,0x800A, ,RN,1
1150,0x800A, ,RN,1
1151,0x800A, ,RN,1
1152,0x8007, ,RR,4
1159,0x8008, ,RR,4
1163,0x8009, ,RR,4
1167,0x3F44, ,RN,1
1171,0x800A, ,RN,1
1172,0x800A, ,RN,1
1173,0x800A, ,RN,1
1174,0x800A, ,RN,1
1175,0x800A, ,RN,1
1176,0x8007, ,RR,4
1183,0x8008, ,RR,4
1187,0x8009, ,RR,4
1191,0x3F47, ,RN,1
1195,0x800A, ,RN,1
1196,0x800A, ,RN,1
1197,0x800A, ,RN,1
1198,0x800A, ,RN,1
1199,0x800A, ,RN,1
1200,0x8007, ,RR,4
1207,0x8008, ,RR,4
1211,0x8009, ,RR,4
1215,0x3F4A, ,RN,1
1219,0x800A, ,RN,1
1220,0x800A, ,RN,1
1221,0x800A, ,RN,1
1222,0x800A, ,RN,1
1223,0x800A, ,RN,1
1224,0x8007, ,RR,4
1231,0x8008, ,RR,4
1235,0x8009, ,RR,4
1239,0x3F4D, ,RN,1
1243,0x800A, ,RN,1
1244,0x800A, ,RN,1
1245,0x800A, ,RN,1
1246,0x800A, ,RN,1
1247,0x800A, ,RN,1
1248,0x8007, ,RR,4
1255,0x8008, ,RR,4
1259,0x8009, ,RR,4
1263,0x3F50, ,RN,1
1267,0x800A, ,RN,1
1268,0x800A, ,RN,1
1269,0x800A, ,RN,1
1270,0x800A, ,RN,1
1271,0x800A, ,RN,1
1272,0x8007, ,RR,4
1279,0x8008, ,RR,4
1283,0x8009, ,RR,4
1287,0x3F53, ,RN,1
1291,0x800A, ,RN,1
1292,0x800A, ,RN,1
1293,0x800A, ,RN,1
1294,0x800A, ,RN,1
1295,0x800A, ,RN,1
1296,0x8007, ,RR,4
1303,0x8008, ,RR,4
1307,0x8009, ,RR,4
1311,0x3F56, ,RN,1
1315,0x800A, ,RN,1
1316,0x800A, ,RN,1
1317,0x800A, ,RN,1
1318,0x800A, ,RN,1
1319,0x800A, ,RN,1
1320,0x8007, ,RR,4
1327,0x8008, ,RR,4
1331,0x8009, ,RR,4
1335,0x3F59, ,RN,1
1339,0x800A, ,RN,1
1340,0x800A, ,RN,1
1341,0x800A, ,RN,1
1342,0x800A, ,RN,1
1343,0x800A, ,RN,1
1344,0x8007, ,RR,4
1351,0x8008, ,RR,4
1355,0x8009, ,RR,4
1359,0x3F5C, ,RN,1
1363,0x800A, ,RN,1
1364,0x800A, ,RN,1
1365,0x800A, ,RN,1
1366,0x800A, ,RN,1
1367,0x800A, ,RN,1
1368,0x8007, ,RR,4
1375,0x8008, ,RR,4
1379,0x8009, ,RR,4
1383,0x3F5F, ,RN,1
1387,0x800A, ,RN,1
1388,0x800A, ,RN,1
1389,0x800A, ,RN,1
1390,0x800A, ,RN,1
1391,0x800A, ,RN,1
1392,0x8007, ,RR,4
1399,0x8008, ,RR,4
1403,0x8009, ,RR,4
1407,0x3F62, ,RN,1
1411,0x800A, ,RN,1
1412,0x800A, ,RN,1
1413,0x800A, ,RN,1
1414,0x800A, ,RN,1
1415,0x800A, ,RN,1
1416,0x8007, ,RR,4
1423,0x8008, ,RR,4
1427,0x8009, ,RR,4
1431,0x3F65, ,RN,1
1435,0x800A, ,RN,1
1436,0x800A, ,RN,1
1437,0x800A, ,RN,1
1438,0x800A, ,RN,1
1439,0x800A, ,RN,1
1440,0x8007, ,RR,4
1447,0x8008, ,RR,4
1451,0x8009, ,RR,4
1455,0x3F68, ,RN,1
1459,0x800A, ,RN,1
1460,0x800A, ,RN,1
1461,0x800A, ,RN,1
1462,0x800A, ,RN,1
1463,0x800A, ,RN,1
1464,0x8007, ,RR,4
1471,0x8008, ,RR,4
1475,0x8009, ,RR,4
1479,0x3F6B, ,RN,1
1483,0x800A, ,RN,1
1484,0x800A, ,RN,1
1485,0x800A, ,RN,1
1486,0x800A, ,RN,1
1487,0x800A, ,RN,1
1488,0x8007, ,RR,4
1495,0x8008, ,RR,4
1499,0x8009, ,RR,4
1503,0x3F6E, ,RN,1
1507,0x800A, ,RN,1
1508,0x800A, ,RN,1
1509,0x800A, ,RN,1
1510,0x800A, ,RN,1
1511,0x800A, ,RN,1
1512,0x8007, ,RR,4
1519,0x8008, ,RR,4
1523,0x8009, ,RR,4
1527,0x3F71, ,RN,1
1531,0x800A, ,RN,1
1532,0x800A, ,RN,1
1533,0x800A, ,RN,1
1534,0x800A, ,RN,1
1535,0x800A, ,RN,1
1536,0x8007, ,RR,4
1543,0x8008, ,RR,4
1547,0x8009, ,RR,4
1551,0x3F74, ,RN,1
1555,0x800A, ,RN,1
1556,0x800A, ,RN,1
1557,0x800A, ,RN,1
1558,0x800A, ,RN,1
1559,0x800A, ,RN,1
1560,0x8007, ,RR,4
1567,0x8008, ,RR,4
1571,0x8009, ,RR,4
1575,0x3F77, ,RN,1
1579,0x800A, ,RN,1
1580,0x800A, ,RN,1
1581,0x800A, ,RN,1
1582,0x800A, ,RN,1
1583,0x800A, ,RN,1
1584,0x8007, ,RR,4
1591,0x8008, ,RR,4
1595,0x8009, ,RR,4
1599,0x3F7A, ,RN,1
1603,0x800A, ,RN,1
1604,0x800A, ,RN,1
1605,0x800A, ,RN,1
1606,0x800A, ,RN,1
1607,0x800A, ,RN,1
1608,0x8007, ,RR,4
1615,0x8008, ,RR,4
1619,0x8009, ,RR,4
1623,0x3F7D, ,RN,1
1627,0x800A, ,RN,1
1628,0x800A, ,RN,1
1629,0x800A, ,RN,1
1630,0x800A, ,RN,1
1631,0x800A, ,RN,1
1632,0x8007, ,RR,4
1639,0x8008, ,RR,4
1643,0x8009, ,RR,4
1647,0x3F00, ,RN,1
1651,0x800A, ,RN,1
1652,0x800A, ,RN,1
1653,0x800A, ,RN,1
1654,0x800A, ,RN,1
1655,0x800A, ,RN,1
1656,0x8007, ,RR,4
1663,0x8008, ,RR,4
1667,0x8009, ,RR,4
1671,0x3F03, ,RN,1
1675,0x800A, ,RN,1
1676,0x800A, ,RN,1
1677,0x800A, ,RN,1
1678,0x800A, ,RN,1
1679,0x800A, ,RN,1
1680,0x8007, ,RR,4
1687,0x8008, ,RR,4
1691,0x8009, ,RR,4
1695,0x3F06, ,RN,1
1699,0x800A, ,RN,1
1700,0x800A, ,RN,1
1701,0x800A, ,RN,1
1702,0x800A, ,RN,1
1703,0x800A, ,RN,1
1704,0x8007, ,RR,4
1711,0x8008, ,RR,4
1715,0x8009, ,RR,4
1719,0x3F09, ,RN,1
1723,0x800A, ,RN,1
1724,0x800A, ,RN,1
1725,0x800A, ,RN,1
1726,0x800A, ,RN,1
1727,0x800A, ,RN,1
1728,0x8007, ,RR,4
1735,0x8008, ,RR,4
1739,0x8009, ,RR,4
1743,0x3F0C, ,RN,1
1747,0x800A, ,RN,1
1748,0x800A, ,RN,1
1749,0x800A, ,RN,1
1750,0x800A, ,RN,1
1751,0x800A, ,RN,1
1752,0x8007, ,RR,4
1759,0x8008, ,RR,4
1763,0x8009, ,RR,4
1767,0x3F0F, ,RN,1
1771,0x800A, ,RN,1
1772,0x800A, ,RN,1
1773,0x800A, ,RN,1
1774,0x800A, ,RN,1
1775,0x800A, ,RN,1
1776,0x8007, ,RR,4
1783,0x8008, ,RR,4
1787,0x8009, ,RR,4
1791,0x3F12, ,RN,1
1795,0x800A, ,RN,1
1796,0x800A, ,RN,1
1797,0x800A, ,RN,1
1798,0x800A, ,RN,1
1799,0x800A, ,RN,1
1800,0x8007, ,RR,4
1807,0x8008, ,RR,4
1811,0x8009, ,RR,4
1815,0x3F15, ,RN,1
1819,0x800A, ,RN,1
1820,0x800A, ,RN,1
1821,0x800A, ,RN,1
1822,0x800A, ,RN,1
1823,0x800A, ,RN,1
1824,0x8007, ,RR,4
1831,0x8008, ,RR,4
1835,0x8009, ,RR,4
1839,0x3F18, ,RN,1
1843,0x800A, ,RN,1
1844,0x800A, ,RN,1
1845,0x800A, ,RN,1
1846,0x800A, ,RN,1
1847,0x800A, ,RN,1
1848,0x8007, ,RR,4
1855,0x8008, ,RR,4
1859,0x8009, ,RR,4
1863,0x3F1B, ,RN,1
1867,0x800A, ,RN,1
1868,0x800A, ,RN,1
1869,0x800A, ,RN,1
1870,0x800A, ,RN,1
1871,0x800A, ,RN,1
1872,0x8007, ,RR,4
1879,0x8008, ,RR,4
1883,0x8009, ,RR,4
1887,0x3F1E, ,RN,1
1891,0x800A, ,RN,1
1892,0x800A, ,RN,1
1893,0x800A, ,RN,1
1894,0x800A, ,RN,1
1895,0x800A, ,RN,1
1896,0x8007, ,RR,4
1903,0x8008, ,RR,4
1907,0x8009, ,RR,4
1911,0x3F21, ,RN,1
1915,0x800A, ,RN,1
1916,0x800A, ,RN,1
1917,0x800A, ,RN,1
1918,0x800A, ,RN,1
1919,0x800A, ,RN,1
1920,0x8007, ,RR,4
1927,0x8008, ,RR,4
1931,0x8009, ,RR,4
1935,0x3F24, ,RN,1
1939,0x800A, ,RN,1
1940,0x800A, ,RN,1
1941,0x800A, ,RN,1
1942,0x800A, ,RN,1
1943,0x800A, ,RN,1
1944,0x8007, ,RR,4
1951,0x8008, ,RR,4
1955,0x8009, ,RR,4
1959,0x3F27, ,RN,1
1963,0x800A, ,RN,1
1964,0x800A, ,RN,1
1965,0x800A, ,RN,1
1966,0x800A, ,RN,1
1967,0x800A, ,RN,1
1968,0x8007, ,RR,4
1975,0x8008, ,RR,4
1979,0x8009, ,RR,4
1983,0x3F2A, ,RN,1
1987,0x800A, ,RN,1
1988,0x800A, ,RN,1
1989,0x800A, ,RN,1
1990,0x800A, ,RN,1
1991,0x800A, ,RN,1
1992,0x8007, ,RR,4
1999,0x8008, ,RR,4
2003,0x8009, ,RR,4
2007,0x3F2D, ,RN,1
2011,0x800A, ,RN,1
2012,0x800A, ,RN,1
2013,0x800A, ,RN,1
2014,0x800A, ,RN,1
2015,0x800A, ,RN,1
2016,0x8007, ,RR,4
2023,0x8008, ,RR,4
2027,0x8009, ,RR,4
2031,0x3F30, ,RN,1
2035,0x800A, ,RN,1
2036,0x800A, ,RN,1
2037,0x800A, ,RN,1
2038,0x800A, ,RN,1
2039,0x800A, ,RN,1
2040,0x8007, ,RR,4
2047,0x8008, ,RR,4
2051,0x8009, ,RR,4
2055,0x3F33, ,RN,1
2059,0x800A, ,RN,1
2060,0x800A, ,RN,1
2061,0x800A, ,RN,1
2062,0x800A, ,RN,1
2063,0x800A, ,RN,1
2064,0x8007, ,RR,4
2071,0x8008, ,RR,4
2075,0x8009, ,RR,4
2079,0x3F36, ,RN,1
2083,0x800A, ,RN,1
2084,0x800A, ,RN,1
2085,0x800A, ,RN,1
2086,0x800A, ,RN,1
2087,0x800A, ,RN,1
2088,0x8007, ,RR,4
2095,0x8008, ,RR,4
2099,0x8009, ,RR,4
2103,0x3F39, ,RN,1
2107,0x800A, ,RN,1
2108,0x800A, ,RN,1
2109,0x800A, ,RN,1
2110,0x800A, ,RN,1
2111,0x800A, ,RN,1
2112,0x8007, ,RR,4
2119,0x8008, ,RR,4
2123,0x8009, ,RR,4
2127,0x3F3C, ,RN,1
2131,0x800A, ,RN,1
2132,0x800A, ,RN,1
2133,0x800A, ,RN,1
2134,0x800A, ,RN,1
2135,0x800A, ,RN,1
2136,0x8007, ,RR,4
2143,0x8008, ,RR,4
2147,0x8009, ,RR,4
2151,0x3F3F, ,RN,1
2155,0x800A, ,RN,1
2156,0x800A, ,RN,1
2157,0x800A, ,RN,1
2158,0x800A, ,RN,1
2159,0x800A, ,RN,1
2160,0x8007, ,RR,4
2167,0x8008, ,RR,4
2171,0x8009, ,RR,4
2175,0x3F42, ,RN,1
2179,0x800A, ,RN,1
2180,0x800A, ,RN,1
2181,0x800A, ,RN,1
2182,0x800A, ,RN,1
2183,0x800A, ,RN,1
2184,0x8007, ,RR,4
2191,0x8008, ,RR,4
2195,0x8009, ,RR,4
2199,0x3F45, ,RN,1
2203,0x800A, ,RN,1
2204,0x800A, ,RN,1
2205,0x800A, ,RN,1
2206,0x800A, ,RN,1
2207,0x800A, ,RN,1
2208,0x8007, ,RR,4
2215,0x8008, ,RR,4
2219,0x8009, ,RR,4
2223,0x3F48, ,RN,1
2227,0x800A, ,RN,1
2228,0x800A, ,RN,1
2229,0x800A, ,RN,1
2230,0x800A, ,RN,1
2231,0x800A, ,RN,1
2232,0x8007, ,RR,4
2239,0x8008, ,RR,4
2243,0x8009, ,RR,4
2247,0x3F4B, ,RN,1
2251,0x800A, ,RN,1
2252,0x800A, ,RN,1
2253,0x800A, ,RN,1
2254,0x800A, ,RN,1
2255,0x800A, ,RN,1
2256,0x8007, ,RR,4
2263,0x8008, ,RR,4
2267,0x8009, ,RR,4
2271,0x3F4E, ,RN,1
2275,0x800A, ,RN,1
2276,0x800A, ,RN,1
2277,0x800A, ,RN,1
2278,0x800A, ,RN,1
2279,0x800A, ,RN,1
2280,0x8007, ,RR,4
2287,0x8008, ,RR,4
2291,0x8009, ,RR,4
2295,0x3F51, ,RN,1
2299,0x800A, ,RN,1
2300,0x800A, ,RN,1
2301,0x800A, ,RN,1
2302,0x800A, ,RN,1
2303,0x800A, ,RN,1
2304,0x8007, ,RR,4
2311,0x8008, ,RR,4
2315,0x8009, ,RR,4
2319,0x3F54, ,RN,1
2323,0x800A, ,RN,1
2324,0x800A, ,RN,1
2325,0x800A, ,RN,1
2326,0x800A, ,RN,1
2327,0x800A, ,RN,1
2328,0x8007, ,RR,4
2335,0x8008, ,RR,4
2339,0x8009, ,RR,4
2343,0x3F57, ,RN,1
2347,0x800A, ,RN,1
2348,0x800A, ,RN,1
2349,0x800A, ,RN,1
2350,0x800A, ,RN,1
2351,0x800A, ,RN,1
2352,0x8007, ,RR,4
2359,0x8008, ,RR,4
2363,0x8009, ,RR,4
2367,0x3F5A, ,RN,1
2371,0x800A, ,RN,1
2372,0x800A, ,RN,1
2373,0x800A, ,RN,1
2374,0x800A, ,RN,1
2375,0x800A, ,RN,1
2376,0x8007, ,RR,4
2383,0x8008, ,RR,4
2387,0x8009, ,RR,4
2391,0x3F5D, ,RN,1
2395,0x800A, ,RN,1
2396,0x800A, ,RN,1
2397,0x800A, ,RN,1
2398,0x800A, ,RN,1
2399,0x800A, ,RN,1
2400,0x8007, ,RR,4
2407,0x8008, ,RR,4
2411,0x8009, ,RR,4
2415,0x3F60, ,RN,1
2419,0x800A, ,RN,1
2420,0x800A, ,RN,1
2421,0x800A, ,RN,1
2422,0x800A, ,RN,1
2423,0x800A, ,RN,1
2424,0x8007, ,RR,4
2431,0x8008, ,RR,4
2435,0x8009, ,RR,4
2439,0x3F63, ,RN,1
2443,0x800A, ,RN,1
2444,0x800A, ,RN,1
2445,0x800A, ,RN,1
2446,0x800A, ,RN,1
2447,0x800A, ,RN,1
2448,0x8007, ,RR,4
2455,0x8008, ,RR,4
2459,0x8009, ,RR,4
2463,0x3F66, ,RN,1
2467,0x800A, ,RN,1
2468,0x800A, ,RN,1
2469,0x800A, ,RN,1
2470,0x800A, ,RN,1
2471,0x800A, ,RN,1
2472,0x8007, ,RR,4
2479,0x8008, ,RR,4
2483,0x8009, ,RR,4
2487,0x3F69, ,RN,1
2491,0x800A, ,RN,1
2492,0x800A, ,RN,1
2493,0x800A, ,RN,1
2494,0x800A, ,RN,1
2495,0x800A, ,RN,1
2496,0x8007, ,RR,4
2503,0x8008, ,RR,4
2507,0x8009, ,RR,4
2511,0x3F6C, ,RN,1
2515,0x800A, ,RN,1
2516,0x800A, ,RN,1
2517,0x800A, ,RN,1
2518,0x800A, ,RN,1
2519,0x800A, ,RN,1
2520,0x8007, ,RR,4
2527,0x8008, ,RR,4
2531,0x8009, ,RR,4
2535,0x3F6F, ,RN,1
2539,0x800A, ,RN,1
2540,0x800A, ,RN,1
2541,0x800A, ,RN,1
2542,0x800A, ,RN,1
2543,0x800A, ,RN,1
2544,0x8007, ,RR,4
2551,0x8008, ,RR,4
2555,0x8009, ,RR,4
2559,0x3F72, ,RN,1
2563,0x800A, ,RN,1
2564,0x800A, ,RN,1
2565,0x800A, ,RN,1
2566,0x800A, ,RN,1
2567,0x800A, ,RN,1
2568,0x8007, ,RR,4
2575,0x8008, ,RR,4
2579,0x8009, ,RR,4
2583,0x3F75, ,RN,1
2587,0x800A, ,RN,1
2588,0x800A, ,RN,1
2589,0x800A, ,RN,1
2590,0x800A, ,RN,1
2591,0x800A, ,RN,1
2592,0x8007, ,RR,4
2599,0x8008, ,RR,4
2603,0x8009, ,RR,4
2607,0x3F78, ,RN,1
2611,0x800A, ,RN,1
2612,0x800A, ,RN,1
2613,0x800A, ,RN,1
2614,0x800A, ,RN,1
2615,0x800A, ,RN,1
2616,0x8007, ,RR,4
2623,0x8008, ,RR,4
2627,0x8009, ,RR,4
2631,0x3F7B, ,RN,1
2635,0x800A, ,RN,1
2636,0x800A, ,RN,1
2637,0x800A, ,RN,1
2638,0x800A, ,RN,1
2639,0x800A, ,RN,1
2640,0x8007, ,RR,4
2647,0x8008, ,RR,4
2651,0x8009, ,RR,4
2655,0x3F7E, ,RN,1
2659,0x800A, ,RN,1
2660,0x800A, ,RN,1
2661,0x800A, ,RN,1
2662,0x800A, ,RN,1
2663,0x800A, ,RN,1
2664,0x8007, ,RR,4
2671,0x8008, ,RR,4
2675,0x8009, ,RR,4
2679,0x3F01, ,RN,1
2683,0x800A, ,RN,1
2684,0x800A, ,RN,1
2685,0x800A, ,RN,1
2686,0x800A, ,RN,1
2687,0x800A, ,RN,1
2688,0x8007, ,RR,4
2695,0x8008, ,RR,4
2699,0x8009, ,RR,4
2703,0x3F04, ,RN,1
2707,0x800A, ,RN,1
2708,0x800A, ,RN,1
2709,0x800A, ,RN,1
2710,0x800A, ,RN,1
2711,0x800A, ,RN,1
2712,0x8007, ,RR,4
2719,0x8008, ,RR,4
2723,0x8009, ,RR,4
2727,0x3F07, ,RN,1
2731,0x800A, ,RN,1
2732,0x800A, ,RN,1
2733,0x800A, ,RN,1
2734,0x800A, ,RN,1
2735,0x800A, ,RN,1
2736,0x8007, ,RR,4
2743,0x8008, ,RR,4
2747,0x8009, ,RR,4
2751,0x3F0A, ,RN,1
2755,0x800A, ,RN,1
2756,0x800A, ,RN,1
2757,0x800A, ,RN,1
2758,0x800A, ,RN,1
2759,0x800A, ,RN,1
2760,0x8007, ,RR,4
