TStates,Addr,WStates,OpType,IStates
31407,0x92D5, ,RR,4
31414,0x92D6, ,RR,4
31424,0x92D7, ,RR,4
31428,0x3F58, ,RN,1
31429,0x3F58, ,RN,1
31430,0x92D8, ,RR,4
31434,0x92D9, ,RR,4
31438,0x3F5A, ,RN,1
31439,0x92DA, ,RR,3
31442,0x92DB, ,RR,4
31452,0x92C0, ,RR,4
31456,0x92C1, ,RR,4
31460,0x3F5D, ,RN,1
31461,0x3F5D, ,RN,1
31462,0x92C2, ,RR,4
31466,0x92C3, ,RR,4
31470,0x92C4, ,RR,4
31477,0x92C6, ,RR,4
31481,0x92C7, ,RR,4
31485,0x92C8, ,RR,4
31492,0x92C9, ,RN,1
31493,0x92C9, ,RN,1
31494,0x92C9, ,RN,1
31495,0x92C9, ,RN,1
31496,0x92C9, ,RN,1
31497,0x92BA, ,RR,4
31501,0x92BB, ,RR,4
31508,0x92BC, ,RN,1
31509,0x92BC, ,RN,1
31510,0x92BC, ,RN,1
31511,0x92BC, ,RN,1
31512,0x92BC, ,RN,1
31516,0x92BD, ,RR,4
31526,0x92BF, ,RN,1
31533,0x92CB, ,RR,4
31540,0x92CD, ,RR,4
31544,0x92CE, ,RR,4
31548,0x92CF, ,RR,4
31552,0x92D0, ,RR,4
31556,0x3F6B, ,RN,1
31557,0x3F6B, ,RN,1
31558,0x3F6B, ,RN,1
31559,0x3F6B, ,RN,1
31560,0x3F6B, ,RN,1
31561,0x3F6B, ,RN,1
31562,0x3F6B, ,RN,1
31563,0x92D1, ,RR,4
31567,0x3F6C, ,RN,1
31568,0x3F6C, ,RN,1
31569,0x3F6C, ,RN,1
31570,0x3F6C, ,RN,1
31571,0x3F6C, ,RN,1
31572,0x3F6C, ,RN,1
31573,0x3F6C, ,RN,1
31574,0x92D2, ,RR,4
31578,0x3F6D, ,RN,1
31579,0x3F6D, ,RN,1
31580,0x3F6D, ,RN,1
31581,0x3F6D, ,RN,1
31582,0x3F6D, ,RN,1
31583,0x3F6D, ,RN,1
31584,0x3F6D, ,RN,1
31585,0x92D3, ,RR,4
31592,0x92D5, ,RR,4
31599,0x92D6, ,RR,4
31608,0x92D7, ,RR,4
31612,0x3F71, ,RN,1
31613,0x3F71, ,RN,1
31614,0x92D8, ,RR,4
31618,0x92D9, ,RR,4
31622,0x3F73, ,RN,1
31626,0x92DA, ,RN,1
31627,0x92DA, ,RN,1
31628,0x92DA, ,RN,1
31629,0x92DA, ,RN,1
31630,0x92DA, ,RN,1
31631,0x92D5, ,RR,4
31638,0x92D6, ,RR,4
31648,0x92D7, ,RR,4
31652,0x3F76, ,RN,1
31653,0x3F76, ,RN,1
31654,0x92D8, ,RR,4
31658,0x92D9, ,RR,4
31662,0x3F78, ,RN,1
31666,0x92DA, ,RN,1
31667,0x92DA, ,RN,1
31668,0x92DA, ,RN,1
31669,0x92DA, ,RN,1
31670,0x92DA, ,RN,1
31671,0x92D5, ,RR,4
31678,0x92D6, ,RR,4
31688,0x92D7, ,RR,4
31692,0x3F7B, ,RN,1
31693,0x3F7B, ,RN,1
31694,0x92D8, ,RR,4
31698,0x92D9, ,RR,4
31702,0x3F7D, ,RN,1
31706,0x92DA, ,RN,1
31707,0x92DA, ,RN,1
31708,0x92DA, ,RN,1
31709,0x92DA, ,RN,1
31710,0x92DA, ,RN,1
31711,0x92D5, ,RR,4
31718,0x92D6, ,RR,4
31725,0x92D7, ,RR,4
31729,0x3F00, ,RN,1
31730,0x3F00, ,RN,1
31731,0x92D8, ,RR,4
31735,0x92D9, ,RR,4
31739,0x3F02, ,RN,1
31743,0x92DA, ,RN,1
31744,0x92DA, ,RN,1
31745,0x92DA, ,RN,1
31746,0x92DA, ,RN,1
31747,0x92DA, ,RN,1
31748,0x92D5, ,RR,4
31755,0x92D6, ,RR,4
31762,0x92D7, ,RR,4
31766,0x3F05, ,RN,1
31767,0x3F05, ,RN,1
31768,0x92D8, ,RR,4
31772,0x92D9, ,RR,4
31776,0x3F07, ,RN,1
31780,0x92DA, ,RN,1
31781,0x92DA, ,RN,1
31782,0x92DA, ,RN,1
31783,0x92DA, ,RN,1
31784,0x92DA, ,RN,1
31785,0x92D5, ,RR,4
31792,0x92D6, ,RR,4
31799,0x92D7, ,RR,4
31803,0x3F0A, ,RN,1
31804,0x3F0A, ,RN,1
31805,0x92D8, ,RR,4
31809,0x92D9, ,RR,4
31813,0x3F0C, ,RN,1
31817,0x92DA, ,RN,1
31818,0x92DA, ,RN,1
31819,0x92DA, ,RN,1
31820,0x92DA, ,RN,1
31821,0x92DA, ,RN,1
31822,0x92D5, ,RR,4
31829,0x92D6, ,RR,4
31840,0x92D7, ,RR,4
31844,0x3F0F, ,RN,1
31845,0x3F0F, ,RN,1
31846,0x92D8, ,RR,4
31850,0x92D9, ,RR,4
31854,0x3F11, ,RN,1
31858,0x92DA, ,RN,1
31859,0x92DA, ,RN,1
31860,0x92DA, ,RN,1
31861,0x92DA, ,RN,1
31862,0x92DA, ,RN,1
31863,0x92D5, ,RR,4
31870,0x92D6, ,RR,4
31880,0x92D7, ,RR,4
31884,0x3F14, ,RN,1
31885,0x3F14, ,RN,1
31886,0x92D8, ,RR,4
31890,0x92D9, ,RR,4
31894,0x3F16, ,RN,1
31895,0x92DA, ,RR,3
31898,0x92DB, ,RR,4
31908,0x92C0, ,RR,4
31912,0x92C1, ,RR,4
31916,0x3F19, ,RN,1
31917,0x3F19, ,RN,1
31918,0x92C2, ,RR,4
31922,0x92C3, ,RR,4
31926,0x92C4, ,RR,4
31933,0x92C6, ,RR,4
31937,0x92C7, ,RR,4
31941,0x92C8, ,RR,4
31948,0x92C9, ,RN,1
31949,0x92C9, ,RN,1
31950,0x92C9, ,RN,1
31951,0x92C9, ,RN,1
31952,0x92C9, ,RN,1
31953,0x92BA, ,RR,4
31957,0x92BB, ,RR,4
31964,0x92BC, ,RN,1
31965,0x92BC, ,RN,1
31966,0x92BC, ,RN,1
31967,0x92BC, ,RN,1
31968,0x92BC, ,RN,1
31972,0x92BD, ,RR,4
31982,0x92BF, ,RN,1
31989,0x92CB, ,RR,4
31996,0x92CD, ,RR,4
32000,0x92CE, ,RR,4
32004,0x92CF, ,RR,4
32008,0x92D0, ,RR,4
32012,0x3F27, ,RN,1
32013,0x3F27, ,RN,1
32014,0x3F27, ,RN,1
32015,0x3F27, ,RN,1
32016,0x3F27, ,RN,1
32017,0x3F27, ,RN,1
32018,0x3F27, ,RN,1
32019,0x92D1, ,RR,4
32023,0x3F28, ,RN,1
32024,0x3F28, ,RN,1
32025,0x3F28, ,RN,1
32026,0x3F28, ,RN,1
32027,0x3F28, ,RN,1
32028,0x3F28, ,RN,1
32029,0x3F28, ,RN,1
32030,0x92D2, ,RR,4
32034,0x3F29, ,RN,1
32035,0x3F29, ,RN,1
32036,0x3F29, ,RN,1
32037,0x3F29, ,RN,1
32038,0x3F29, ,RN,1
32039,0x3F29, ,RN,1
32040,0x3F29, ,RN,1
32041,0x92D3, ,RR,4
32048,0x92D5, ,RR,4
32055,0x92D6, ,RR,4
32064,0x92D7, ,RR,4
32068,0x3F2D, ,RN,1
32069,0x3F2D, ,RN,1
32070,0x92D8, ,RR,4
32074,0x92D9, ,RR,4
32078,0x3F2F, ,RN,1
32082,0x92DA, ,RN,1
32083,0x92DA, ,RN,1
32084,0x92DA, ,RN,1
32085,0x92DA, ,RN,1
32086,0x92DA, ,RN,1
32087,0x92D5, ,RR,4
32094,0x92D6, ,RR,4
32104,0x92D7, ,RR,4
32108,0x3F32, ,RN,1
32109,0x3F32, ,RN,1
32110,0x92D8, ,RR,4
32114,0x92D9, ,RR,4
32118,0x3F34, ,RN,1
32122,0x92DA, ,RN,1
32123,0x92DA, ,RN,1
32124,0x92DA, ,RN,1
32125,0x92DA, ,RN,1
32126,0x92DA, ,RN,1
32127,0x92D5, ,RR,4
32134,0x92D6, ,RR,4
32144,0x92D7, ,RR,4
32148,0x3F37, ,RN,1
32149,0x3F37, ,RN,1
32150,0x92D8, ,RR,4
32154,0x92D9, ,RR,4
32158,0x3F39, ,RN,1
32162,0x92DA, ,RN,1
32163,0x92DA, ,RN,1
32164,0x92DA, ,RN,1
32165,0x92DA, ,RN,1
32166,0x92DA, ,RN,1
32167,0x92D5, ,RR,4
32174,0x92D6, ,RR,4
32181,0x92D7, ,RR,4
32185,0x3F3C, ,RN,1
32186,0x3F3C, ,RN,1
32187,0x92D8, ,RR,4
32191,0x92D9, ,RR,4
32195,0x3F3E, ,RN,1
32199,0x92DA, ,RN,1
32200,0x92DA, ,RN,1
32201,0x92DA, ,RN,1
32202,0x92DA, ,RN,1
32203,0x92DA, ,RN,1
32204,0x92D5, ,RR,4
32211,0x92D6, ,RR,4
32218,0x92D7, ,RR,4
32222,0x3F41, ,RN,1
32223,0x3F41, ,RN,1
32224,0x92D8, ,RR,4
32228,0x92D9, ,RR,4
32232,0x3F43, ,RN,1
32236,0x92DA, ,RN,1
32237,0x92DA, ,RN,1
32238,0x92DA, ,RN,1
32239,0x92DA, ,RN,1
32240,0x92DA, ,RN,1
32241,0x92D5, ,RR,4
32248,0x92D6, ,RR,4
32255,0x92D7, ,RR,4
32259,0x3F46, ,RN,1
32260,0x3F46, ,RN,1
32261,0x92D8, ,RR,4
32265,0x92D9, ,RR,4
32269,0x3F48, ,RN,1
32273,0x92DA, ,RN,1
32274,0x92DA, ,RN,1
32275,0x92DA, ,RN,1
32276,0x92DA, ,RN,1
32277,0x92DA, ,RN,1
32278,0x92D5, ,RR,4
32285,0x92D6, ,RR,4
32296,0x92D7, ,RR,4
32300,0x3F4B, ,RN,1
32301,0x3F4B, ,RN,1
32302,0x92D8, ,RR,4
32306,0x92D9, ,RR,4
32310,0x3F4D, ,RN,1
32314,0x92DA, ,RN,1
32315,0x92DA, ,RN,1
32316,0x92DA, ,RN,1
32317,0x92DA, ,RN,1
32318,0x92DA, ,RN,1
32319,0x92D5, ,RR,4
32326,0x92D6, ,RR,4
32336,0x92D7, ,RR,4
32340,0x3F50, ,RN,1
32341,0x3F50, ,RN,1
32342,0x92D8, ,RR,4
32346,0x92D9, ,RR,4
32350,0x3F52, ,RN,1
32351,0x92DA, ,RR,3
32354,0x92DB, ,RR,4
32364,0x92C0, ,RR,4
32368,0x92C1, ,RR,4
32372,0x3F55, ,RN,1
32373,0x3F55, ,RN,1
32374,0x92C2, ,RR,4
32378,0x92C3, ,RR,4
32382,0x92C4, ,RR,4
32389,0x92C6, ,RR,4
32393,0x92C7, ,RR,4
32397,0x92C8, ,RR,4
32404,0x92C9, ,RN,1
32405,0x92C9, ,RN,1
32406,0x92C9, ,RN,1
32407,0x92C9, ,RN,1
32408,0x92C9, ,RN,1
32409,0x92BA, ,RR,4
32413,0x92BB, ,RR,4
32420,0x92BC, ,RN,1
32421,0x92BC, ,RN,1
32422,0x92BC, ,RN,1
32423,0x92BC, ,RN,1
32424,0x92BC, ,RN,1
32428,0x92BD, ,RR,4
32438,0x92BF, ,RN,1
32445,0x92CB, ,RR,4
32452,0x92CD, ,RR,4
32456,0x92CE, ,RR,4
32460,0x92CF, ,RR,4
32464,0x92D0, ,RR,4
32468,0x3F63, ,RN,1
32469,0x3F63, ,RN,1
32470,0x3F63, ,RN,1
32471,0x3F63, ,RN,1
32472,0x3F63, ,RN,1
32473,0x3F63, ,RN,1
32474,0x3F63, ,RN,1
32475,0x92D1, ,RR,4
32479,0x3F64, ,RN,1
32480,0x3F64, ,RN,1
32481,0x3F64, ,RN,1
32482,0x3F64, ,RN,1
32483,0x3F64, ,RN,1
32484,0x3F64, ,RN,1
32485,0x3F64, ,RN,1
32486,0x92D2, ,RR,4
32490,0x3F65, ,RN,1
32491,0x3F65, ,RN,1
32492,0x3F65, ,RN,1
32493,0x3F65, ,RN,1
32494,0x3F65, ,RN,1
32495,0x3F65, ,RN,1
32496,0x3F65, ,RN,1
32497,0x92D3, ,RR,4
32504,0x92D5, ,RR,4
32511,0x92D6, ,RR,4
32520,0x92D7, ,RR,4
32524,0x3F69, ,RN,1
32525,0x3F69, ,RN,1
32526,0x92D8, ,RR,4
32530,0x92D9, ,RR,4
32534,0x3F6B, ,RN,1
32538,0x92DA, ,RN,1
32539,0x92DA, ,RN,1
32540,0x92DA, ,RN,1
32541,0x92DA, ,RN,1
32542,0x92DA, ,RN,1
32543,0x92D5, ,RR,4
32550,0x92D6, ,RR,4
32560,0x92D7, ,RR,4
32564,0x3F6E, ,RN,1
32565,0x3F6E, ,RN,1
32566,0x92D8, ,RR,4
32570,0x92D9, ,RR,4
32574,0x3F70, ,RN,1
32578,0x92DA, ,RN,1
32579,0x92DA, ,RN,1
32580,0x92DA, ,RN,1
32581,0x92DA, ,RN,1
32582,0x92DA, ,RN,1
32583,0x92D5, ,RR,4
32590,0x92D6, ,RR,4
32600,0x92D7, ,RR,4
32604,0x3F73, ,RN,1
32605,0x3F73, ,RN,1
32606,0x92D8, ,RR,4
32610,0x92D9, ,RR,4
32614,0x3F75, ,RN,1
32618,0x92DA, ,RN,1
32619,0x92DA, ,RN,1
32620,0x92DA, ,RN,1
32621,0x92DA, ,RN,1
32622,0x92DA, ,RN,1
32623,0x92D5, ,RR,4
32630,0x92D6, ,RR,4
32637,0x92D7, ,RR,4
32641,0x3F78, ,RN,1
32642,0x3F78, ,RN,1
32643,0x92D8, ,RR,4
32647,0x92D9, ,RR,4
32651,0x3F7A, ,RN,1
32655,0x92DA, ,RN,1
32656,0x92DA, ,RN,1
32657,0x92DA, ,RN,1
32658,0x92DA, ,RN,1
32659,0x92DA, ,RN,1
32660,0x92D5, ,RR,4
32667,0x92D6, ,RR,4
32674,0x92D7, ,RR,4
32678,0x3F7D, ,RN,1
32679,0x3F7D, ,RN,1
32680,0x92D8, ,RR,4
32684,0x92D9, ,RR,4
32688,0x3F7F, ,RN,1
32692,0x92DA, ,RN,1
32693,0x92DA, ,RN,1
32694,0x92DA, ,RN,1
32695,0x92DA, ,RN,1
32696,0x92DA, ,RN,1
32697,0x92D5, ,RR,4
32704,0x92D6, ,RR,4
32712,0x92D7, ,RR,4
32716,0x3F02, ,RN,1
32717,0x3F02, ,RN,1
32718,0x92D8, ,RR,4
32722,0x92D9, ,RR,4
32726,0x3F04, ,RN,1
32730,0x92DA, ,RN,1
32731,0x92DA, ,RN,1
32732,0x92DA, ,RN,1
32733,0x92DA, ,RN,1
32734,0x92DA, ,RN,1
32735,0x92D5, ,RR,4
32742,0x92D6, ,RR,4
32752,0x92D7, ,RR,4
32756,0x3F07, ,RN,1
32757,0x3F07, ,RN,1
32758,0x92D8, ,RR,4
32762,0x92D9, ,RR,4
32766,0x3F09, ,RN,1
32770,0x92DA, ,RN,1
32771,0x92DA, ,RN,1
32772,0x92DA, ,RN,1
32773,0x92DA, ,RN,1
32774,0x92DA, ,RN,1
32775,0x92D5, ,RR,4
32782,0x92D6, ,RR,4
32792,0x92D7, ,RR,4
32796,0x3F0C, ,RN,1
32797,0x3F0C, ,RN,1
32798,0x92D8, ,RR,4
32802,0x92D9, ,RR,4
32806,0x3F0E, ,RN,1
32807,0x92DA, ,RR,3
32810,0x92DB, ,RR,4
32820,0x92C0, ,RR,4
32824,0x92C1, ,RR,4
32828,0x3F11, ,RN,1
32829,0x3F11, ,RN,1
32830,0x92C2, ,RR,4
32834,0x92C3, ,RR,4
32838,0x92C4, ,RR,4
32845,0x92C6, ,RR,4
32849,0x92C7, ,RR,4
32853,0x92C8, ,RR,4
32860,0x92C9, ,RN,1
32861,0x92C9, ,RN,1
32862,0x92C9, ,RN,1
32863,0x92C9, ,RN,1
32864,0x92C9, ,RN,1
32865,0x92BA, ,RR,4
32869,0x92BB, ,RR,4
32876,0x92BC, ,RN,1
32877,0x92BC, ,RN,1
32878,0x92BC, ,RN,1
32879,0x92BC, ,RN,1
32880,0x92BC, ,RN,1
32884,0x92BD, ,RR,4
32894,0x92BF, ,RN,1
32901,0x92CB, ,RR,4
32908,0x92CD, ,RR,4
32912,0x92CE, ,RR,4
32916,0x92CF, ,RR,4
32920,0x92D0, ,RR,4
32924,0x3F1F, ,RN,1
32925,0x3F1F, ,RN,1
32926,0x3F1F, ,RN,1
32927,0x3F1F, ,RN,1
32928,0x3F1F, ,RN,1
32929,0x3F1F, ,RN,1
32930,0x3F1F, ,RN,1
32931,0x92D1, ,RR,4
32935,0x3F20, ,RN,1
32936,0x3F20, ,RN,1
32937,0x3F20, ,RN,1
32938,0x3F20, ,RN,1
32939,0x3F20, ,RN,1
32940,0x3F20, ,RN,1
32941,0x3F20, ,RN,1
32942,0x92D2, ,RR,4
32946,0x3F21, ,RN,1
32947,0x3F21, ,RN,1
32948,0x3F21, ,RN,1
32949,0x3F21, ,RN,1
32950,0x3F21, ,RN,1
32951,0x3F21, ,RN,1
32952,0x3F21, ,RN,1
32953,0x92D3, ,RR,4
32960,0x92D5, ,RR,4
32967,0x92D6, ,RR,4
32976,0x92D7, ,RR,4
32980,0x3F25, ,RN,1
32981,0x3F25, ,RN,1
32982,0x92D8, ,RR,4
32986,0x92D9, ,RR,4
32990,0x3F27, ,RN,1
32994,0x92DA, ,RN,1
32995,0x92DA, ,RN,1
32996,0x92DA, ,RN,1
32997,0x92DA, ,RN,1
32998,0x92DA, ,RN,1
32999,0x92D5, ,RR,4
33006,0x92D6, ,RR,4
33016,0x92D7, ,RR,4
33020,0x3F2A, ,RN,1
33021,0x3F2A, ,RN,1
33022,0x92D8, ,RR,4
33026,0x92D9, ,RR,4
33030,0x3F2C, ,RN,1
33034,0x92DA, ,RN,1
33035,0x92DA, ,RN,1
33036,0x92DA, ,RN,1
33037,0x92DA, ,RN,1
33038,0x92DA, ,RN,1
33039,0x92D5, ,RR,4
33046,0x92D6, ,RR,4
33056,0x92D7, ,RR,4
33060,0x3F2F, ,RN,1
33061,0x3F2F, ,RN,1
33062,0x92D8, ,RR,4
33066,0x92D9, ,RR,4
33070,0x3F31, ,RN,1
33074,0x92DA, ,RN,1
33075,0x92DA, ,RN,1
33076,0x92DA, ,RN,1
33077,0x92DA, ,RN,1
33078,0x92DA, ,RN,1
33079,0x92D5, ,RR,4
33086,0x92D6, ,RR,4
33093,0x92D7, ,RR,4
33097,0x3F34, ,RN,1
33098,0x3F34, ,RN,1
33099,0x92D8, ,RR,4
33103,0x92D9, ,RR,4
33107,0x3F36, ,RN,1
33111,0x92DA, ,RN,1
33112,0x92DA, ,RN,1
33113,0x92DA, ,RN,1
33114,0x92DA, ,RN,1
33115,0x92DA, ,RN,1
33116,0x92D5, ,RR,4
33123,0x92D6, ,RR,4
33130,0x92D7, ,RR,4
33134,0x3F39, ,RN,1
33135,0x3F39, ,RN,1
33136,0x92D8, ,RR,4
33140,0x92D9, ,RR,4
33144,0x3F3B, ,RN,1
33148,0x92DA, ,RN,1
33149,0x92DA, ,RN,1
33150,0x92DA, ,RN,1
33151,0x92DA, ,RN,1
33152,0x92DA, ,RN,1
33153,0x92D5, ,RR,4
33160,0x92D6, ,RR,4
33168,0x92D7, ,RR,4
33172,0x3F3E, ,RN,1
33173,0x3F3E, ,RN,1
33174,0x92D8, ,RR,4
33178,0x92D9, ,RR,4
33182,0x3F40, ,RN,1
33186,0x92DA, ,RN,1
33187,0x92DA, ,RN,1
33188,0x92DA, ,RN,1
33189,0x92DA, ,RN,1
33190,0x92DA, ,RN,1
33191,0x92D5, ,RR,4
33198,0x92D6, ,RR,4
33208,0x92D7, ,RR,4
33212,0x3F43, ,RN,1
33213,0x3F43, ,RN,1
33214,0x92D8, ,RR,4
33218,0x92D9, ,RR,4
33222,0x3F45, ,RN,1
33226,0x92DA, ,RN,1
33227,0x92DA, ,RN,1
33228,0x92DA, ,RN,1
33229,0x92DA, ,RN,1
33230,0x92DA, ,RN,1
33231,0x92D5, ,RR,4
33238,0x92D6, ,RR,4
33248,0x92D7, ,RR,4
33252,0x3F48, ,RN,1
33253,0x3F48, ,RN,1
33254,0x92D8, ,RR,4
33258,0x92D9, ,RR,4
33262,0x3F4A, ,RN,1
33263,0x92DA, ,RR,3
33266,0x92DB, ,RR,4
33276,0x92C0, ,RR,4
33280,0x92C1, ,RR,4
33284,0x3F4D, ,RN,1
33285,0x3F4D, ,RN,1
33286,0x92C2, ,RR,4
33290,0x92C3, ,RR,4
33294,0x92C4, ,RR,4
33301,0x92C6, ,RR,4
33305,0x92C7, ,RR,4
33309,0x92C8, ,RR,4
33313,0x92C9, ,RR,3
33316,0x92CA, ,RR,4
33326,0x87EB, ,RR,4
33336,0x87ED, ,RN,1
33343,0x8A3C, ,RR,4
33356,0x8A3F, ,RR,4
33363,0x8A41, ,RR,4
33376,0x8A44, ,RR,4
33383,0x8A46, ,RR,4
33390,0x8A47, ,RN,1
33391,0x8A47, ,RN,1
33392,0x8A47, ,RN,1
33393,0x8A47, ,RN,1
33394,0x8A47, ,RN,1
33395,0x8A55, ,RR,4
33402,0x8A57, ,RR,4
33406,0x8A58, ,RR,4
33410,0x8A59, ,RR,4
33414,0x8A5A, ,RR,4
33421,0x8A5C, ,RR,4
33425,0x8A5D, ,RR,4
33429,0x8A5E, ,RR,3
33432,0x8A5F, ,RR,4
33436,0x8A60, ,RR,4
33440,0x8A61, ,RR,4
33444,0x8A62, ,RR,4
33448,0x8A63, ,RR,4
33452,0x8A64, ,RR,4
33456,0x3F67, ,RN,1
33460,0x8A65, ,RN,1
33461,0x8A65, ,RN,1
33462,0x8A65, ,RN,1
33463,0x8A65, ,RN,1
33464,0x8A65, ,RN,1
33465,0x8A60, ,RR,4
33469,0x8A61, ,RR,4
33473,0x8A62, ,RR,4
33477,0x8A63, ,RR,4
33481,0x8A64, ,RR,4
33485,0x3F6C, ,RN,1
33489,0x8A65, ,RN,1
33490,0x8A65, ,RN,1
33491,0x8A65, ,RN,1
33492,0x8A65, ,RN,1
33493,0x8A65, ,RN,1
33494,0x8A60, ,RR,4
33498,0x8A61, ,RR,4
33502,0x8A62, ,RR,4
33506,0x8A63, ,RR,4
33510,0x8A64, ,RR,4
33514,0x3F71, ,RN,1
33518,0x8A65, ,RN,1
33519,0x8A65, ,RN,1
33520,0x8A65, ,RN,1
33521,0x8A65, ,RN,1
33522,0x8A65, ,RN,1
33523,0x8A60, ,RR,4
33527,0x8A61, ,RR,4
33531,0x8A62, ,RR,4
33535,0x8A63, ,RR,4
33539,0x8A64, ,RR,4
33543,0x3F76, ,RN,1
33547,0x8A65, ,RN,1
33548,0x8A65, ,RN,1
33549,0x8A65, ,RN,1
33550,0x8A65, ,RN,1
33551,0x8A65, ,RN,1
33552,0x8A60, ,RR,4
33556,0x8A61, ,RR,4
33560,0x8A62, ,RR,4
33564,0x8A63, ,RR,4
33568,0x8A64, ,RR,4
33572,0x3F7B, ,RN,1
33576,0x8A65, ,RN,1
33577,0x8A65, ,RN,1
33578,0x8A65, ,RN,1
33579,0x8A65, ,RN,1
33580,0x8A65, ,RN,1
33581,0x8A60, ,RR,4
33585,0x8A61, ,RR,4
33589,0x8A62, ,RR,4
33593,0x8A63, ,RR,4
33597,0x8A64, ,RR,4
33601,0x3F00, ,RN,1
33605,0x8A65, ,RN,1
33606,0x8A65, ,RN,1
33607,0x8A65, ,RN,1
33608,0x8A65, ,RN,1
33609,0x8A65, ,RN,1
33610,0x8A60, ,RR,4
33614,0x8A61, ,RR,4
33618,0x8A62, ,RR,4
33622,0x8A63, ,RR,4
33626,0x8A64, ,RR,4
33630,0x3F05, ,RN,1
33631,0x8A65, ,RR,3
33634,0x8A66, ,RR,4
33647,0x8A69, ,RR,4
33651,0x8A6A, ,RR,4
33658,0x8A6C, ,RR,4
33665,0x8A6E, ,RR,4
33672,0x8A6F, ,RR,4
33676,0x8A70, ,RR,4
33680,0x3F0C, ,RN,1
33684,0x8A71, ,RN,1
33685,0x8A71, ,RN,1
33686,0x8A71, ,RN,1
33687,0x8A71, ,RN,1
33688,0x8A71, ,RN,1
33689,0x8A6E, ,RR,4
33696,0x8A6F, ,RR,4
33700,0x8A70, ,RR,4
33704,0x3F0F, ,RN,1
33708,0x8A71, ,RN,1
33709,0x8A71, ,RN,1
33710,0x8A71, ,RN,1
33711,0x8A71, ,RN,1
33712,0x8A71, ,RN,1
33713,0x8A6E, ,RR,4
33720,0x8A6F, ,RR,4
33724,0x8A70, ,RR,4
33728,0x3F12, ,RN,1
33732,0x8A71, ,RN,1
33733,0x8A71, ,RN,1
33734,0x8A71, ,RN,1
33735,0x8A71, ,RN,1
33736,0x8A71, ,RN,1
33737,0x8A6E, ,RR,4
33744,0x8A6F, ,RR,4
33748,0x8A70, ,RR,4
33752,0x3F15, ,RN,1
33753,0x8A71, ,RR,3
33756,0x8A72, ,RR,4
33760,0x8A73, ,RR,4
33764,0x8A74, ,RR,4
33774,0x87EE, ,RR,4
33784,0x87F1, ,RR,4
33794,0x87F4, ,RR,4
33798,0x87F5, ,RR,4
33806,0x87F6, ,RR,4
33810,0x87F7, ,RR,4
33817,0x87F9, ,RR,4
33821,0x87FA, ,RR,4
33833,0x87FB, ,RR,4
33837,0x87FC, ,RR,4
33844,0x87FE, ,RR,4
33854,0x8801, ,RR,4
33861,0x8803, ,RR,4
33865,0x8804, ,RR,4
33873,0x8805, ,RR,4
33880,0x8807, ,RR,4
33887,0x8809, ,RR,4
33894,0x880A, ,RN,1
33895,0x880A, ,RN,1
33896,0x880A, ,RN,1
33897,0x880A, ,RN,1
33898,0x880A, ,RN,1
33899,0x8815, ,RR,4
33912,0x8818, ,RR,4
33919,0x881A, ,RR,4
33929,0x881D, ,RR,4
33936,0x881F, ,RR,4
33946,0x8822, ,RR,4
33950,0x8823, ,RR,4
33958,0x8824, ,RR,4
33965,0x8826, ,RR,4
33972,0x8828, ,RR,4
33979,0x8829, ,RN,1
33980,0x8829, ,RN,1
33981,0x8829, ,RN,1
33982,0x8829, ,RN,1
33983,0x8829, ,RN,1
33984,0x8834, ,RR,4
33988,0x8835, ,RR,4
33995,0x845C, ,RN,1
33999,0x8836, ,RR,4
34003,0x8837, ,RR,4
34010,0x845C, ,RN,1
34011,0x8838, ,RR,4
34015,0x8839, ,RR,3
34018,0x883A, ,RR,4
34031,0x883D, ,RR,4
34035,0x883E, ,RR,4
34048,0x8841, ,RR,4
34055,0x8843, ,RR,4
34059,0x8844, ,RR,4
34063,0x8845, ,RR,4
34070,0x8847, ,RR,4
34080,0x884A, ,RR,4
34084,0x3F41, ,RN,1
34085,0x3F41, ,RN,1
34086,0x3F41, ,RN,1
34087,0x3F41, ,RN,1
34088,0x3F41, ,RN,1
34089,0x3F41, ,RN,1
34090,0x3F41, ,RN,1
34091,0x884B, ,RR,4
34104,0x884E, ,RR,4
34111,0x884F, ,RR,4
34121,0x8852, ,RR,4
34136,0x8854, ,RR,4
34140,0x8855, ,RR,4
34147,0x8856, ,RN,1
34148,0x8856, ,RN,1
34149,0x8856, ,RN,1
34150,0x8856, ,RN,1
34151,0x8856, ,RN,1
34152,0x885A, ,RR,4
34156,0x3F48, ,RN,1
34160,0x885B, ,RN,1
34161,0x885B, ,RN,1
34162,0x885B, ,RN,1
34163,0x885B, ,RN,1
34164,0x885B, ,RN,1
34165,0x8852, ,RR,4
34176,0x8854, ,RR,4
34180,0x8855, ,RR,4
34187,0x8856, ,RN,1
34188,0x8856, ,RN,1
34189,0x8856, ,RN,1
34190,0x8856, ,RN,1
34191,0x8856, ,RN,1
34192,0x885A, ,RR,4
34196,0x3F4C, ,RN,1
34200,0x885B, ,RN,1
34201,0x885B, ,RN,1
34202,0x885B, ,RN,1
34203,0x885B, ,RN,1
34204,0x885B, ,RN,1
34205,0x8852, ,RR,4
34216,0x8854, ,RR,4
34220,0x8855, ,RR,4
34227,0x8856, ,RN,1
34228,0x8856, ,RN,1
34229,0x8856, ,RN,1
34230,0x8856, ,RN,1
34231,0x8856, ,RN,1
